"Thu Jan 11 18:27:46 2018   Matrizes de confusão anuais para Caatinga  -  Coleção 4.0 (CLASSIFICAÇÃO + FILTRO + INTEGRAÇÃO)  "
" "
"Corpo da tabela contém distribuição de frequências cruzadas da amostra."
"Marginais:"
"Totais: A coluna 'total' contém a soma das amostras de cada classe mapeada ou a estatística de linha para todas as classes. A linha 'total' contém a soma das amostras em cada classe observada ou a respectiva estatística de coluna para todas as classes. "
"Número de píxeis na população - A coluna 'population' contém o número de píxeis totais de cada classe mapeada. A 'adj population' contém as estimativas no número de píxeis na população corrigida pela matriz de erros. A coluna 'bias' contém a estimativa do viés relativo da área mapeada. A linha 'adj pop stdErr' contém uma estimativa do erro padrão do número de píxeis corrigido. Usado para representar a incerteza d ou construir intervalos de confiança. A estimativa do erro padrão é confiável apenas quando n>30./nAcurácias - Acurácia do usuário (user's accuracy): estimativa da fração de píxeis (ou área) de cada classe do mapa que está corretamente mapeada. Acurácia do produtor (producer's accuracy): estimativa da fração de píxeis (ou área) de cada classe que foi corretamente mapeada. A coluna 'user stderr' contém a estimativa do erro padrão da acurácia do usuário"
"Erros - Erro de comissão e omissão: são os complementares da acurácia do usuário e produtor"
"Decomposição do erro - O erro é decomposto em 'discordância de área' (area dis) e 'discordância de alocação' (alloc dis). A soma deles é o erro total."
" "
" "
" ANO: 1985 "
" ";"1.1. Floresta Natural";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"3.2. Agricultura";"3.3 Mosaico de Agricultura ou Pastagem";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"producer's accuracy";0.8990394274638949;0.12052054952824869;0.6482158002867718;0.2539285057717839;1.0;0.6486977251016696;0.7786205295240982;0.7921368301516396;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.01078587958410236;0.00819976053849234;0.013974963044652029;0.01535820030915333;0.03591291635332459;0.036199224767209257;0.04992199377099092;0.013474456823917303;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9892141204158976;0.9918002394615076;0.9860250369553479;0.9846417996908466;0.9640870836466754;0.9638007752327907;0.9500780062290091;0.2078631698483604;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.11866411621627049;0.049518252286454484;0.05223921273706511;0.010003032395285171;0.0;0.00012161766779395606;0.0004795713203231168;0.11551290131159615;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 1999 "
" ";"1.1. Floresta Natural";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"3.2. Agricultura";"3.3 Mosaico de Agricultura ou Pastagem";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1. Floresta Natural";0.527510525760579;0.012832453042868364;0.08306031431646016;0.0032407639834516047;0.0;6.0590854054386275e-05;0.0018100735016662575;0.6285147214590799;0.6285147214590799;-0.041313759721422816;0.8392970088846576;0.009568870393260097;0.16070299111534236;0.04131375972142315
"2.2. Formação Campestre (Campo)";0.01843226740157002;0.00440130293720884;0.00618469125142437;0.00019349726983206345;0.0;9.68886982623075e-05;0.0;0.029308647558297603;0.029308647558297603;0.008921735519951086;0.15017079612610026;0.011017007326932433;0.8498292038738997;0.008921735519951103
"3.1. Pastagem";0.015742786303150316;0.007491071569159052;0.20327426892734904;0.0019766992778234844;0.0;0.0004675751985084489;0.0;0.22895240127599034;0.22895240127599034;0.07920335921550326;0.8878451057707507;0.020135856200875484;0.11215489422924929;0.07920335921550328
"3.2. Agricultura";0.00023187148934753317;6.0590854054386275e-05;0.015636485996260056;0.0023248586947836975;0.0;5.287982288329109e-05;0.0;0.018306686857328964;0.018306686857328964;-0.010570867631438132;0.12699505447939385;0.00720166960997831;0.8730049455206061;0.010570867631438115
"3.3 Mosaico de Agricultura ou Pastagem";0.02517408973127378;0.013393078293101268;0.0;0.0;0.044588929204887204;0.0005047030580247691;0.0004064714519284575;0.0840672717392155;0.0840672717392155;-0.03947834253432829;0.5303958161412236;0.018506947528538993;0.46960418385877645;0.03947834253432829
"4.1. Infraestrutura Urbana";6.0724344320178154e-05;0.0;0.0;0.0;0.0;0.0019376217453319253;0.0;0.0019983460896521037;0.0019983460896521037;0.001121913287413025;0.9696126989040471;0.053946150733990034;0.03038730109595289;0.0011219132874130248
"5.1. Rio, Lago e Oceano";4.8696707416057884e-05;5.188638185679485e-05;0.0;0.0;0.0;0.0;0.00875134193116115;0.008851925020434002;0.008851925020434002;0.0021159618643218627;0.9886371507846412;0.06857306753586255;0.011362849215358795;0.002115961864321862
"total";0.5872009617376568;0.038230383078248706;0.3081557604914936;0.00773581922589085;0.044588929204887204;0.0031202593770651285;0.010967886884755864;1.0000000000000002;1.0000000000000002;0;0.7927888492013014;0.013349696152693205;0.20721115079869856;0.09136296988718941
"adj population";0.5872009617376592;0.038230383078248706;0.3081557604914932;0.007735819225890853;0.044588929204887245;0.003120259377065128;0.01096788688475586;1.0000000000000002;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";6.671494527282162e-17;1.4907962200627466e-16;7.171350961226795e-17;3.2595107724642663e-16;1.5375974004300853e-16;5.344119498025804e-16;3.2771844890405843e-16;1.6293492928874383e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.8983475166654351;0.11512578694805115;0.6596477982535074;0.3005316731035643;1.0;0.6209809862519906;0.7979059250988934;0.7927888492013009;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.010758096945589164;0.008225128851702308;0.014029321756167036;0.016804620209104473;0.03627447343915072;0.035845167789735344;0.05166772592346018;0.013380800441396662;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9892419030544108;0.9917748711482977;0.985970678243833;0.9831953797908956;0.9637255265608493;0.9641548322102647;0.9483322740765399;0.20721115079869912;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.11938087195415559;0.04981468924217752;0.051356264697282605;0.010821921062214305;0.0;0.00012144868864035667;0.00020116617854570515;0.11584818091150804;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 2000 "
" ";"1.1. Floresta Natural";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"3.2. Agricultura";"3.3 Mosaico de Agricultura ou Pastagem";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1. Floresta Natural";0.5266676983442616;0.012782294037580263;0.08018884264993964;0.0034755989562772586;0.0;0.0;0.001729583084190044;0.6248440170722488;0.6248440170722488;-0.03829564680614199;0.8428786768448248;0.009671424032927286;0.15712132315517524;0.03829564680614217
"2.2. Formação Campestre (Campo)";0.018698062585242755;0.004603938837838086;0.006306419728391323;0.0001936061091530406;0.0;9.694319670633405e-05;0.0;0.029898970457331538;0.029898970457331538;0.008247528339656345;0.1539831896355197;0.010925177287220698;0.8460168103644803;0.008247528339656363
"3.1. Pastagem";0.01613685127815926;0.007547347453668698;0.21060038924091776;0.002181082806151443;0.0;0.0003775623386883052;0.0004609915009497109;0.23730422461853518;0.23730422461853518;0.07533429645700271;0.8874700380048283;0.01980284706133134;0.11252996199517173;0.07533429645700279
"3.2. Agricultura";0.00046983953560153773;6.0624935503796026e-05;0.01554286945628924;0.0019304262092941745;0.0;5.290956699296771e-05;0.0;0.018056669703681714;0.018056669703681714;-0.01027595562280582;0.106909316112736;0.006403536672293877;0.893090683887264;0.010275955622805798
"3.3 Mosaico de Agricultura ou Pastagem";0.024466435923399848;0.013100377965226308;0.0;0.0;0.040311745086394395;0.0005656118814520392;0.0003224858642224264;0.07876665672069502;0.07876665672069502;-0.03845491163430063;0.5117869256446803;0.018120132112974478;0.4882130743553197;0.03845491163430063
"4.1. Infraestrutura Urbana";6.0758500855866374e-05;0.0;0.0;0.0;0.0;0.002002532708972348;0.0;0.0020632912098282143;0.0020632912098282143;0.00103226848298378;0.9705526294269802;0.05424974969333829;0.029447370573019827;0.0010322684829837795
"5.1. Rio, Lago e Oceano";4.872409858583298e-05;5.1915567170748674e-05;0.0;0.0;0.0;0.0;0.00896553055192143;0.009066170217678011;0.009066170217678011;0.0024124207836056;0.9888994290488451;0.06731750499651107;0.011100570951154909;0.0024124207836056007
"total";0.5865483702661066;0.0381464987969879;0.31263852107553797;0.007780714080875916;0.040311745086394395;0.003095559692811994;0.011478591001283612;1.0000000000000002;1.0000000000000002;0;0.7950822609796002;0.0133342160267325;0.20491773902039978;0.08702651406324856
"adj population";0.586548370266109;0.03814649879698791;0.3126385210755373;0.007780714080875919;0.04031174508639443;0.003095559692811994;0.011478591001283607;1.0000000000000002;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";6.676611380301769e-17;1.4981883535134016e-16;7.147733956329406e-17;3.262120483880181e-16;1.604184401704613e-16;5.348392234584904e-16;3.210749275967352e-16;1.6306069283313569e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.8979100872879794;0.12069099348644859;0.6736226505819273;0.24810399010020626;1.0;0.6469048920692126;0.7810654243991135;0.7950822609795998;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.010782799550040523;0.00837305145560624;0.014138357233986633;0.01459024736743616;0.03669358738849967;0.03759144344672705;0.04931745182532078;0.013339397696434477;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9892172004499595;0.9916269485443938;0.9858616427660134;0.9854097526325638;0.9633064126115003;0.962408556553273;0.9506825481746792;0.20491773902040022;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.11976134384368997;0.050590063238986904;0.05340767075523484;0.011700575743163483;0.0;0.00012151700171173299;0.0002012793315131628;0.11789122495715004;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 2001 "
" ";"1.1. Floresta Natural";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"3.2. Agricultura";"3.3 Mosaico de Agricultura ou Pastagem";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1. Floresta Natural";0.5249789334178095;0.01318290285942582;0.07931765044684332;0.003183862051561483;0.0;0.0;0.0014768248283892295;0.6221401736040294;0.6221401736040294;-0.03905821655625633;0.8438274133249279;0.00971352109204827;0.15617258667507206;0.03905821655625641
"2.2. Formação Campestre (Campo)";0.019523283136715502;0.005056027501735604;0.006063192913633501;9.63432201272674e-05;0.0;9.7071374809804e-05;0.00013244880979521148;0.030968366956816887;0.030968366956816887;0.007196967368822697;0.1632642595841705;0.01097584394797888;0.8367357404158295;0.007196967368822721
"3.1. Pastagem";0.015510617146326657;0.00821804347940087;0.2121468289148517;0.0020643591893498023;0.0;0.0004602337962027076;0.00023458592631847943;0.23863466845245024;0.23863466845245024;0.07490512886364978;0.8890025505959689;0.019765492664195004;0.11099744940403111;0.07490512886364975
"3.2. Agricultura";0.0004176531306288922;6.070509367393977e-05;0.016012125040771503;0.0022376943948534942;0.0;0.0;0.0;0.01872817765992783;0.01872817765992783;-0.011145918804035808;0.11948276204371047;0.007158149450012753;0.8805172379562896;0.011145918804035784
"3.3 Mosaico de Agricultura ou Pastagem";0.02254184285917364;0.011647655391403371;0.0;0.0;0.04354380519579939;0.0005663597323660565;0.00025079430121844465;0.07855045747996092;0.07855045747996092;-0.03500665228416151;0.5543418408086027;0.019535105932666396;0.4456581591913973;0.035006652284161534
"4.1. Infraestrutura Urbana";6.083883562585517e-05;0.0;0.0;0.0;0.0;0.00211014418751961;0.0;0.002170983023145465;0.002170983023145465;0.001062826067752713;0.9719763650948741;0.05409519665047332;0.028023634905125938;0.001062826067752713
"5.1. Rio, Lago e Oceano";4.878852149287755e-05;0.0;0.0;0.0;0.0;0.0;0.008758384302175438;0.008807172823668316;0.008807172823668316;0.0020458653442284877;0.9944603651512587;0.06794772240199885;0.005539634848741315;0.002045865344228487
"total";0.583081957047773;0.03816533432563961;0.3135397973161;0.007582258855892046;0.04354380519579939;0.003233809090898178;0.010853038167896803;1.0;1.0;0;0.7988318179147449;0.013484225140552126;0.2011681820852551;0.0852107876444537
"adj population";0.5830819570477747;0.03816533432563959;0.31353979731609927;0.007582258855892048;0.04354380519579943;0.0032338090908981777;0.010853038167896801;1.0;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";6.684800668142612e-17;1.496190522346123e-16;7.158837553194781e-17;3.30357750356647e-16;1.560653238655875e-16;5.280966350271143e-16;3.267844597391338e-16;1.6293596034364688e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.9003518751906726;0.1324769608618088;0.6766185049898862;0.29512239523643;1.0;0.6525259000164186;0.8069983876111911;0.7988318179147447;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.010866116801280834;0.008718702000447887;0.01415834594381623;0.017667145760031627;0.03648358812955121;0.03855481458961067;0.05157415664813419;0.013514800071539957;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9891338831987192;0.9912812979995521;0.9858416540561837;0.9823328542399684;0.9635164118704488;0.9614451854103894;0.9484258433518659;0.20116818208525533;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.11620604725992689;0.05182467891016257;0.05297567907519707;0.010689128922077105;0.0;0.00012167767125171019;9.757704298575531e-05;0.11595739444080055;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 2002 "
" ";"1.1. Floresta Natural";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"3.2. Agricultura";"3.3 Mosaico de Agricultura ou Pastagem";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1. Floresta Natural";0.5220582811505621;0.012439258110737691;0.07718808336205582;0.003075702735106131;0.0;0.0;0.0015950252721451323;0.6163563506306069;0.6163563506306069;-0.035165452781592756;0.8470072233642657;0.009833478119496067;0.1529927766357343;0.03516545278159289
"2.2. Formação Campestre (Campo)";0.01875240356848664;0.004785689600495938;0.005068217148588946;9.633947716843939e-05;0.0;9.706760356197969e-05;0.0;0.028799717398301946;0.028799717398301946;0.00949874107190686;0.16617140836173974;0.011590722786375752;0.8338285916382603;0.009498741071906885
"3.1. Pastagem";0.01612916647696465;0.007955956982133748;0.2130733712481453;0.002207495812109774;0.0;0.0005054117732862125;0.00017374034057355943;0.24004514263321325;0.24004514263321325;0.07111568947427205;0.8876387537394139;0.019644831900146032;0.11236124626058608;0.07111568947427205
"3.2. Agricultura";0.0004605927473693176;8.841990434555292e-05;0.01565108012799333;0.0022216137480593383;0.0;0.0;0.0;0.018421706527767538;0.018421706527767538;-0.010820554755323881;0.1205976083003297;0.007169747797302486;0.8794023916996703;0.010820554755323855
"3.3 Mosaico de Agricultura ou Pastagem";0.023680830807563502;0.012980376329491849;0.0;0.0;0.047025803562614404;0.0003656540049546807;0.00021893532870932266;0.08427160003333377;0.08427160003333377;-0.03724579647071937;0.5580267082150246;0.01914750631421736;0.44197329178497535;0.037245796470719364
"4.1. Infraestrutura Urbana";6.0836472021477086e-05;0.0;0.0;0.0;0.0;0.0022655500747821807;0.0;0.0023263865468036576;0.0023263865468036576;0.0009072969097813958;0.9738493707741461;0.052627978240434595;0.026150629225853872;0.0009072969097813962
"5.1. Rio, Lago e Oceano";4.878662604629618e-05;4.875754300405512e-05;0.00018008022070194036;0.0;0.0;0.0;0.009501471840220788;0.00977909622997308;0.00977909622997308;0.0017100765516757227;0.9716104246012662;0.06127660997393859;0.02838957539873377;0.001710076551675722
"total";0.581190897849014;0.03829845847020883;0.3111608321074853;0.007601151772443682;0.047025803562614404;0.003233683456585054;0.011489172781648802;1.0;1.0;0;0.80093178122488;0.01357771557359742;0.19906821877512004;0.08323180400763606
"adj population";0.5811908978490145;0.038298458470208824;0.31116083210748474;0.007601151772443684;0.04702580356261441;0.003233683456585054;0.011489172781648797;1.0;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";6.682128348438777e-17;1.4949531805256873e-16;7.174540066716191e-17;3.3042585540200774e-16;1.5058571368094435e-16;5.282056928916566e-16;3.184072006289035e-16;1.6156864648076304e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.8982561204635144;0.12495776048580587;0.684769255195148;0.2922733047001264;1.0;0.7006097242352614;0.8269935547837796;0.8009317812248798;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.010882563510265116;0.008526996225186335;0.01431447635598568;0.017130394191387163;0.035538661107567586;0.04081492989632079;0.04980458800242869;0.013611162945106723;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9891174364897349;0.9914730037748136;0.9856855236440143;0.9828696058086128;0.9644613388924325;0.9591850701036793;0.9501954119975713;0.19906821877512015;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.11826523339690387;0.04802805559561202;0.05394354277013591;0.010759076048768688;0.0;0.0001216729440429538;0.0005552487795045837;0.115836414767484;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 2003 "
" ";"1.1. Floresta Natural";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"3.2. Agricultura";"3.3 Mosaico de Agricultura ou Pastagem";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1. Floresta Natural";0.5207674511181114;0.012441114361058936;0.0746932085205053;0.002624858870792111;0.0;0.0;0.00194388822257756;0.6124705210930452;0.6124705210930452;-0.03305026487384069;0.8502734959206266;0.009933708094897105;0.14972650407937338;0.03305026487384066
"2.2. Formação Campestre (Campo)";0.018835656969670784;0.00452649499751778;0.005556966663962615;9.637306863760804e-05;0.0;9.710144891290085e-05;6.045012856321503e-05;0.029173043277264905;0.029173043277264905;0.00924577677982209;0.15516019204775114;0.010900246441346951;0.8448398079522489;0.009245776779822103
"3.1. Pastagem";0.016389220989961897;0.007516251824710283;0.21809642316220024;0.002749522210232108;0.0;0.00046037638322862307;0.00020976308678349862;0.24542155765711665;0.24542155765711665;0.068032245251825;0.8886604145301166;0.019391388192697853;0.11133958546988343;0.06803224525182505
"3.2. Agricultura";0.0005135773324283873;0.0;0.015107204562273545;0.0025740978928863656;0.0;0.0;0.0;0.018194879787588297;0.018194879787588297;-0.010150027745040119;0.1414737510188055;0.008251255369653536;0.8585262489811945;0.010150027745040105
"3.3 Mosaico de Agricultura ou Pastagem";0.02280468848778696;0.013886184330106821;0.0;0.0;0.04558115265078327;0.00041099311660277134;0.00023795722179120168;0.08292097580707102;0.08292097580707102;-0.03733982315628777;0.549693876695749;0.01917378513379592;0.450306123304251;0.03733982315628775
"4.1. Infraestrutura Urbana";6.085768436904532e-05;0.0;0.0;0.0;0.0;0.0022663400225556574;0.0;0.002327197706924703;0.002327197706924703;0.0009076132643752499;0.9738493707741461;0.05274152215668799;0.026150629225853872;0.0009076132643752498
"5.1. Rio, Lago e Oceano";4.8803636876049924e-05;4.877454369318795e-05;0.0;0.0;0.0;0.0;0.009394246490420794;0.009491824670990032;0.009491824670990032;0.0023544804791462374;0.9897197658035691;0.06309156084944792;0.01028023419643087;0.0023544804791462374
"total";0.5794202562192046;0.03841882005708701;0.3134538029089417;0.008044852042548192;0.04558115265078327;0.0032348109712999526;0.01184630515013627;1.0000000000000002;1.0000000000000002;0;0.8032062063344755;0.013622794985801656;0.19679379366552452;0.08054011577516858
"adj population";0.5794202562192045;0.03841882005708701;0.313453802908941;0.008044852042548194;0.045581152650783316;0.003234810971299952;0.01184630515013626;1.0000000000000002;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";6.683990061297927e-17;1.4930278450242803e-16;7.169202407419838e-17;3.2535751338274485e-16;1.5165729065526098e-16;5.286105020467156e-16;3.138888174635673e-16;1.6073488327378944e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.8987732919732377;0.11781972977805681;0.6957849007994237;0.3199683324531378;1.0;0.7006097242352614;0.7930106789721462;0.8032062063344753;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.010945623896435042;0.008135286448247656;0.014418824905245755;0.01816092595310187;0.03628891611739064;0.04086336926335306;0.04735636731455136;0.013667675649301086;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.989054376103565;0.9918647135517523;0.9855811750947543;0.9818390740468981;0.9637110838826094;0.9591366307366469;0.9526436326854486;0.19679379366552474;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.11730561020218633;0.04929309655949425;0.05465026898983283;0.010941508299323653;0.0;0.00012171536873809095;0.00019515636113847518;0.11625367789035683;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 2004 "
" ";"1.1. Floresta Natural";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"3.2. Agricultura";"3.3 Mosaico de Agricultura ou Pastagem";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1. Floresta Natural";0.519301267584246;0.012207564951962888;0.07548178280152916;0.0026753940463576696;0.0;0.0;0.001657523712050746;0.6113235330961464;0.6113235330961464;-0.03526338825047583;0.8494704349988967;0.009941424960245042;0.15052956500110326;0.035263388250475924
"2.2. Formação Campestre (Campo)";0.01788605740393087;0.0046091757563177915;0.0062309924474224405;0.000257268858476481;0.0;9.712064107115824e-05;6.0462076566535825e-05;0.02914107718378528;0.02914107718378528;0.008648888104490927;0.15816765204830635;0.010890005338648173;0.8418323479516936;0.008648888104490937
"3.1. Pastagem";0.01596341489617683;0.006809899412306759;0.21917656081006323;0.0027480099043037764;0.0;0.00046046737689044593;0.00016345912431387253;0.2453218115240549;0.2453218115240549;0.07083109525273648;0.8934246793973797;0.0194282226265523;0.10657532060262032;0.07083109525273645
"3.2. Agricultura";0.0005136788412889833;0.0;0.01526357071777655;0.0026657105194875753;0.0;0.0;0.0;0.01844296007855311;0.01844296007855311;-0.010096576749927623;0.14453810603794917;0.008414621190190692;0.8554618939620509;0.010096576749927607
"3.3 Mosaico de Agricultura ou Pastagem";0.02228604312415842;0.013968871482127717;0.0;0.0;0.04413826381468101;0.00046390877676407723;0.00043204076876258155;0.0812891279664938;0.0812891279664938;-0.03715086415181282;0.5429786850816526;0.019129435821772345;0.4570213149183474;0.0371508641518128
"4.1. Infraestrutura Urbana";6.086971292600987e-05;0.0;0.0;0.0;0.0;0.002266787965988684;0.0;0.002327657678914694;0.002327657678914694;0.0009606270817996715;0.9738493707741461;0.0526857619518988;0.026150629225853872;0.0009606270817996716
"5.1. Rio, Lago e Oceano";4.881328294346651e-05;0.0001944536855610621;0.0;0.0;0.0;0.0;0.011910565503548645;0.012153832472053174;0.012153832472053174;0.002070218713189207;0.9799843408189225;0.05449592784541049;0.020015659181077505;0.0020702187131892077
"total";0.5760601448456705;0.03778996528827622;0.31615290677679136;0.008346383328625502;0.04413826381468101;0.0032882847607143655;0.014224051185242382;0.9999999999999999;0.9999999999999999;0;0.8040683319543328;0.013656114761199782;0.1959316680456672;0.0825108291522163
"adj population";0.5760601448456698;0.03778996528827622;0.31615290677679064;0.008346383328625504;0.04413826381468101;0.003288284760714366;0.014224051185242375;0.9999999999999999;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";6.681041412019927e-17;1.509269917416268e-16;7.155219734552803e-17;3.1559478043141353e-16;1.536992026485047e-16;5.214824751449429e-16;2.846679078885622e-16;1.5647339693207775e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.9014705707914743;0.12196824530420304;0.6932612546396889;0.3193851054438173;1.0;0.6893526962963616;0.8373539541186406;0.8040683319543326;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.011006295281664597;0.008285516956833579;0.01428231747374793;0.01833799562079234;0.03664767709408423;0.040027768204448526;0.044646278902672136;0.013706088074436492;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9889937047183354;0.9917144830431665;0.985717682526252;0.9816620043792077;0.9633523229059158;0.9599722317955515;0.9553537210973279;0.19593166804566742;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.11351775452284896;0.049063802854934974;0.05229050142798336;0.011361345618275854;0.0;0.0001217394258520195;0.00048653393700905795;0.11342083889345211;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 2005 "
" ";"1.1. Floresta Natural";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"3.2. Agricultura";"3.3 Mosaico de Agricultura ou Pastagem";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1. Floresta Natural";0.5143640378141602;0.01220720768231366;0.08067978102801172;0.002673434681623564;0.0;0.0;0.0019812332413704677;0.6119056944474796;0.6119056944474796;-0.03998809580930621;0.8405936445461674;0.009904370438191744;0.15940635545383264;0.0399880958093064
"2.2. Formação Campestre (Campo)";0.0169153178550857;0.004384925865530642;0.005725791835595108;0.000365303385981896;0.0;9.711278790694698e-05;0.00013970242002752013;0.027628154150127815;0.027628154150127815;0.009881880888616336;0.15871222672725513;0.011638034132052468;0.8412877732727448;0.00988188088861635
"3.1. Pastagem";0.016486415213854782;0.006911810934904579;0.21863577974296744;0.00209589204293611;0.0;0.00046043014354967747;0.00013301351152339699;0.244723341589736;0.244723341589736;0.07642414608254813;0.893399780841082;0.019457597403487584;0.10660021915891804;0.07642414608254819
"3.2. Agricultura";0.0005664674602203056;0.0;0.0159980723728949;0.0029017513251948283;0.0;0.0;0.0;0.019466291158310032;0.019466291158310032;-0.011429909722573666;0.14906544351958312;0.008400940468487815;0.8509345564804169;0.011429909722573633
"3.3 Mosaico de Agricultura ou Pastagem";0.023396440935519902;0.013533803872906442;0.0;0.0;0.043885950423924076;0.0004638712651520986;0.00038126679053017816;0.0816613332880327;0.0816613332880327;-0.037775382864108635;0.5374140815106614;0.018927513426949625;0.4625859184893386;0.03777538286410862
"4.1. Infraestrutura Urbana";6.0864791007807634e-05;0.0;0.0;0.0;0.0;0.0022666046737664265;0.0;0.0023274694647742343;0.0023274694647742343;0.0009605494056009154;0.9738493707741461;0.05275660512313044;0.026150629225853872;0.0009605494056009155
"5.1. Rio, Lago e Oceano";0.0001280545683246047;0.00047228668308884264;0.00010806269281501389;0.0;0.0;0.0;0.011579311957310713;0.012287715901539174;0.012287715901539174;0.0019268120192231014;0.942348606534781;0.05183087335243388;0.05765139346521897;0.0019268120192231022
"total";0.5719175986381732;0.037510035038744165;0.3211474876722842;0.008036381435736399;0.043885950423924076;0.0032880188703751497;0.014214527920762277;0.9999999999999998;0.9999999999999998;0;0.7980183618028545;0.013612659897548519;0.20198163819714554;0.0891933883959886
"adj population";0.5719175986381744;0.03751003503874417;0.32114748767228346;0.008036381435736399;0.04388595042392411;0.0032880188703751497;0.014214527920762268;0.9999999999999998;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";6.676076007074615e-17;1.5125577144017567e-16;7.1340915636651e-17;3.1881929300541337e-16;1.5304325738612053e-16;5.215218691706076e-16;2.8584687498919075e-16;1.5685887416989052e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.8993673897060394;0.11690007383361403;0.6807955476397024;0.36107685385505006;1.0;0.6893526962963616;0.8146110811318279;0.798018361802854;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.011083360262715935;0.008476712314380812;0.013974841108956582;0.02069140195334713;0.03666906904544719;0.040044042779109924;0.04337405224942863;0.013668463864777904;NaN;NaN;NaN;NaN;NaN;NaN
